Age,Travel_Distance,Departure_Delay_in_Mins,Arrival_Delay_in_Mins,Seat_Comfort,Arrival_Time_Convenient,Catering,Platform_Location,Onboard_Wifi_Service,Onboard_Entertainment,Online_Support,Ease_of_Online_Booking,Onboard_Service,Legroom,Baggage_Handling,CheckIn_Service,Cleanliness,Online_Boarding,Gender_Male,Customer_Type_Loyal Customer,Type_Travel_Personal Travel,Travel_Class_Eco,Seat_Class_Ordinary,Overall_Experience,ID
51.0,989.0,0.0,0.0,5.0,6.0,6.0,6.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,99900653.0
37.0,2007.0,228.0,237.0,2.0,6.0,2.0,4.0,2.0,2.0,2.0,5.0,2.0,4.0,4.0,2.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,99900654.0
34.0,1675.0,104.0,101.0,4.0,6.0,4.0,3.0,5.0,4.0,5.0,5.0,6.0,4.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,99900655.0
22.0,1065.0,1.0,4.0,6.0,1.0,6.0,2.0,4.0,6.0,4.0,4.0,5.0,5.0,6.0,2.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,99900656.0
37.0,3430.0,8.0,0.0,4.0,5.0,4.0,4.0,2.0,3.0,6.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,99900657.0
50.0,3793.0,0.0,10.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,99900658.0
23.0,2011.0,3.0,0.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,5.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,99900659.0
53.0,1693.0,0.0,3.0,3.0,5.0,4.0,2.0,6.0,1.0,3.0,6.0,6.0,4.0,5.0,5.0,6.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,99900660.0
39.0,1024.0,37.0,45.0,5.0,6.0,6.0,6.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,99900661.0
50.0,2978.0,23.0,22.0,3.0,2.0,3.0,2.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,99900662.0
64.0,2092.0,186.0,195.0,4.0,5.0,4.0,6.0,4.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,99900663.0
9.0,1522.0,26.0,19.0,6.0,6.0,6.0,5.0,3.0,5.0,6.0,2.0,2.0,6.0,4.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,99900664.0
42.0,3571.0,17.0,16.0,4.0,4.0,4.0,4.0,5.0,2.0,6.0,6.0,6.0,6.0,5.0,2.0,6.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,99900665.0
30.0,3616.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,6.0,4.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,99900666.0
48.0,628.0,53.0,47.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,99900667.0
44.0,3867.0,105.0,105.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,99900668.0
50.0,1827.0,0.0,0.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,99900669.0
17.0,2122.0,0.0,0.0,3.0,3.0,3.0,4.0,6.0,3.0,6.0,6.0,6.0,2.0,5.0,4.0,4.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,99900670.0
39.0,419.0,0.0,0.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,99900671.0
63.0,1378.0,0.0,0.0,3.0,5.0,4.0,3.0,6.0,4.0,6.0,6.0,6.0,4.0,6.0,4.0,5.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,99900672.0
25.0,1820.0,42.0,12.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,99900673.0
17.0,2189.0,0.0,0.0,2.0,5.0,2.0,4.0,6.0,2.0,3.0,6.0,6.0,4.0,5.0,5.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,99900674.0
23.0,3286.0,17.0,0.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,6.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,99900675.0
25.0,3746.0,0.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,99900676.0
50.0,479.0,0.0,0.0,4.0,3.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,99900677.0
58.0,1446.0,1.0,0.0,6.0,6.0,6.0,6.0,3.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,99900678.0
59.0,350.0,0.0,0.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,99900679.0
51.0,109.0,0.0,22.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,99900680.0
53.0,2267.0,43.0,32.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,99900681.0
16.0,2512.0,6.0,0.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,99900682.0
63.0,1192.0,107.0,87.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,99900683.0
27.0,2230.0,0.0,0.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,99900684.0
53.0,520.0,0.0,0.0,3.0,5.0,3.0,3.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,99900685.0
65.0,2442.0,0.0,8.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,6.0,4.0,2.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,99900686.0
46.0,1567.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,99900687.0
58.0,396.0,33.0,28.0,3.0,3.0,6.0,3.0,3.0,6.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,99900688.0
40.0,1309.0,0.0,0.0,3.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,6.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,99900689.0
42.0,1475.0,8.0,7.0,2.0,6.0,4.0,3.0,4.0,2.0,4.0,4.0,6.0,6.0,5.0,4.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,99900690.0
37.0,626.0,9.0,0.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,99900691.0
59.0,340.0,4.0,0.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,2.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,99900692.0
24.0,1406.0,72.0,57.0,4.0,1.0,4.0,4.0,6.0,4.0,6.0,6.0,6.0,3.0,6.0,6.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,99900693.0
46.0,1413.0,13.0,20.0,6.0,6.0,5.0,6.0,2.0,6.0,2.0,5.0,5.0,5.0,5.0,6.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,99900694.0
48.0,102.0,0.0,0.0,1.0,5.0,1.0,3.0,6.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,99900695.0
27.0,1472.0,4.0,0.0,2.0,2.0,2.0,2.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,99900696.0
38.0,1418.0,0.0,0.0,5.0,5.0,3.0,5.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,99900697.0
48.0,3596.0,15.0,31.0,5.0,2.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,99900698.0
44.0,1073.0,0.0,0.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,99900699.0
48.0,1124.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,99900700.0
23.0,5066.0,0.0,3.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,3.0,6.0,2.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,99900701.0
26.0,1207.0,0.0,0.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,6.0,3.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,99900702.0
41.0,2018.0,147.0,139.0,3.0,3.0,3.0,5.0,3.0,6.0,6.0,2.0,5.0,4.0,4.0,6.0,2.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,99900703.0
52.0,2403.0,5.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,99900704.0
39.0,1632.0,0.0,0.0,3.0,5.0,3.0,2.0,6.0,3.0,6.0,6.0,6.0,3.0,5.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,99900705.0
57.0,974.0,8.0,0.0,2.0,2.0,2.0,2.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,99900706.0
30.0,4594.0,0.0,0.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,99900707.0
10.0,1896.0,0.0,0.0,5.0,6.0,6.0,6.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,99900708.0
53.0,1492.0,2.0,0.0,5.0,5.0,5.0,5.0,2.0,6.0,5.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,99900709.0
38.0,1060.0,19.0,7.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,99900710.0
48.0,550.0,7.0,0.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,99900711.0
49.0,892.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,6.0,6.0,5.0,5.0,4.0,5.0,6.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,99900712.0
35.0,353.0,11.0,26.0,2.0,6.0,6.0,6.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,99900713.0
26.0,1945.0,7.0,0.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,99900714.0
70.0,577.0,0.0,0.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,99900715.0
36.0,1958.0,0.0,0.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,99900716.0
44.0,513.0,92.0,81.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,99900717.0
62.0,1848.0,127.0,195.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,99900718.0
49.0,612.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,6.0,6.0,6.0,6.0,2.0,6.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,99900719.0
31.0,2716.0,1.0,0.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,2.0,4.0,3.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,99900720.0
23.0,4548.0,0.0,0.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,5.0,3.0,6.0,6.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,99900721.0
51.0,2337.0,2.0,0.0,4.0,4.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,99900722.0
48.0,3191.0,0.0,0.0,3.0,3.0,4.0,3.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,99900723.0
55.0,1766.0,0.0,0.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,4.0,5.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,99900724.0
8.0,2254.0,0.0,0.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,99900725.0
17.0,1925.0,3.0,0.0,5.0,1.0,5.0,4.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,99900726.0
48.0,882.0,9.0,3.0,3.0,3.0,3.0,3.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,99900727.0
33.0,2324.0,0.0,27.0,2.0,2.0,2.0,4.0,6.0,2.0,5.0,6.0,2.0,4.0,5.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,99900728.0
53.0,956.0,0.0,56.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,99900729.0
23.0,2694.0,19.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,99900730.0
29.0,2115.0,12.0,0.0,5.0,6.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,3.0,4.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,99900731.0
45.0,1209.0,5.0,0.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,6.0,3.0,5.0,4.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,99900732.0
30.0,2130.0,0.0,1.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,6.0,5.0,5.0,6.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,99900733.0
53.0,95.0,16.0,16.0,2.0,2.0,2.0,2.0,6.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,99900734.0
41.0,696.0,15.0,0.0,3.0,3.0,4.0,3.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,99900735.0
46.0,419.0,4.0,0.0,5.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,99900736.0
47.0,1203.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,99900737.0
45.0,1377.0,0.0,9.0,2.0,1.0,2.0,5.0,4.0,2.0,5.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,99900738.0
64.0,814.0,77.0,68.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,99900739.0
56.0,1389.0,0.0,0.0,3.0,5.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,99900740.0
48.0,212.0,0.0,0.0,1.0,5.0,1.0,4.0,2.0,4.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,99900741.0
53.0,453.0,0.0,0.0,2.0,3.0,2.0,2.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,99900742.0
23.0,2683.0,0.0,4.0,4.0,6.0,4.0,5.0,3.0,4.0,3.0,3.0,6.0,5.0,6.0,6.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,99900743.0
19.0,1590.0,4.0,2.0,1.0,5.0,1.0,6.0,4.0,1.0,5.0,4.0,6.0,4.0,6.0,6.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,99900744.0
41.0,617.0,46.0,50.0,4.0,5.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,99900745.0
48.0,205.0,0.0,0.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,99900746.0
25.0,2502.0,0.0,0.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,5.0,6.0,6.0,6.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,99900747.0
26.0,2792.0,0.0,0.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,3.0,6.0,4.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,99900748.0
39.0,3359.0,0.0,0.0,2.0,6.0,2.0,2.0,4.0,5.0,6.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,99900749.0
22.0,1192.0,96.0,108.0,6.0,5.0,3.0,3.0,6.0,5.0,6.0,6.0,3.0,4.0,4.0,2.0,5.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,99900750.0
35.0,278.0,52.0,44.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,6.0,6.0,6.0,6.0,4.0,6.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,99900751.0
62.0,554.0,42.0,36.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,99900752.0
34.0,2743.0,0.0,0.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,5.0,2.0,5.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,99900753.0
41.0,1623.0,0.0,0.0,3.0,6.0,3.0,6.0,6.0,3.0,6.0,6.0,4.0,3.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,99900754.0
51.0,1745.0,0.0,0.0,4.0,4.0,5.0,4.0,4.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,99900755.0
43.0,1898.0,0.0,0.0,6.0,6.0,2.0,6.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,99900756.0
59.0,404.0,0.0,0.0,4.0,4.0,4.0,4.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,99900757.0
27.0,2041.0,0.0,0.0,6.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,6.0,2.0,2.0,3.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,99900758.0
40.0,1042.0,0.0,0.0,6.0,6.0,4.0,6.0,5.0,6.0,6.0,3.0,3.0,3.0,3.0,5.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,99900759.0
23.0,2005.0,17.0,21.0,3.0,3.0,3.0,2.0,6.0,3.0,6.0,6.0,6.0,5.0,5.0,4.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,99900760.0
44.0,3469.0,8.0,0.0,6.0,6.0,5.0,6.0,3.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,99900761.0
41.0,2236.0,40.0,23.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,6.0,3.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,99900762.0
23.0,1228.0,37.0,35.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,2.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,99900763.0
23.0,2586.0,0.0,1.0,5.0,1.0,6.0,4.0,2.0,6.0,2.0,2.0,6.0,6.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,99900764.0
61.0,602.0,44.0,48.0,1.0,5.0,1.0,6.0,3.0,6.0,6.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,99900765.0
37.0,1500.0,0.0,0.0,3.0,5.0,4.0,5.0,3.0,1.0,3.0,3.0,2.0,4.0,6.0,4.0,6.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,99900766.0
69.0,376.0,4.0,0.0,3.0,6.0,4.0,6.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,99900767.0
29.0,1597.0,0.0,12.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,5.0,3.0,4.0,4.0,2.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,99900768.0
20.0,1728.0,0.0,0.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,4.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,99900769.0
30.0,2580.0,17.0,0.0,2.0,6.0,2.0,2.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,99900770.0
55.0,1476.0,0.0,0.0,6.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,4.0,3.0,4.0,3.0,3.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,99900771.0
40.0,1698.0,0.0,0.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,2.0,4.0,4.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,99900772.0
42.0,3915.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,99900773.0
10.0,1996.0,0.0,0.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,99900774.0
41.0,3634.0,50.0,48.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,99900775.0
67.0,597.0,11.0,6.0,3.0,4.0,3.0,5.0,4.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,99900776.0
57.0,2340.0,59.0,51.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,99900777.0
37.0,1342.0,0.0,7.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,6.0,3.0,6.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,99900778.0
70.0,1898.0,0.0,0.0,5.0,6.0,5.0,6.0,2.0,5.0,2.0,2.0,6.0,4.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,99900779.0
30.0,1766.0,94.0,86.0,2.0,2.0,4.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,99900780.0
53.0,2274.0,25.0,33.0,4.0,2.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,99900781.0
18.0,1786.0,99.0,93.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,99900782.0
53.0,868.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,99900783.0
29.0,3575.0,0.0,8.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,6.0,6.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,99900784.0
29.0,3754.0,20.0,31.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,99900785.0
45.0,942.0,0.0,0.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,99900786.0
